minecraft|65|1|C:\Users\Justus\lprt\thumbnails\25_minecraft_thumbnail.png|C:/Users/Justus/Videos/2025-08-18 21-25-15.mp4|C:\Users\Justus\lprt\audio\25_minecraft_mic.aac|C:\Users\Justus\lprt\audio\25_minecraft_desktop.aac|C:\Users\Justus\lprt\audio_fixed\25_minecraft_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\24_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\25_minecraft_s14_final.mp4||test1|
minecraft|66|1|C:\Users\Justus\lprt\thumbnails\26_minecraft_thumbnail.png|C:/Users/Justus/Videos/2025-08-18 21-47-10.mp4|C:\Users\Justus\lprt\audio\26_minecraft_mic.aac|C:\Users\Justus\lprt\audio\26_minecraft_desktop.aac|C:\Users\Justus\lprt\audio_fixed\26_minecraft_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\25_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\26_minecraft_s14_final.mp4||test|
valheim|67|6|C:\Users\Justus\lprt\thumbnails\1_valheim_thumbnail.png|C:/Users/Justus/Videos/2025-08-18 22-16-54.mp4|C:\Users\Justus\lprt\audio\1_valheim_mic.aac|C:\Users\Justus\lprt\audio\1_valheim_desktop.aac|C:\Users\Justus\lprt\audio_fixed\1_valheim_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\0_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\1_valheim_final.mp4||Willkommen in Valheim...|
valheim|68|6|C:\Users\Justus\lprt\thumbnails\2_valheim_thumbnail.png|C:/Users/Justus/Videos/2025-08-18 22-37-41.mp4|C:\Users\Justus\lprt\audio\2_valheim_mic.aac|C:\Users\Justus\lprt\audio\2_valheim_desktop.aac|C:\Users\Justus\lprt\audio_fixed\2_valheim_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\1_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\2_valheim_final.mp4||Fleisch & Knochen|
valheim|69|6|C:\Users\Justus\lprt\thumbnails\3_valheim_thumbnail.png|C:/Users/Justus/Videos/2025-08-18 23-03-27.mp4|C:\Users\Justus\lprt\audio\3_valheim_mic.aac|C:\Users\Justus\lprt\audio\3_valheim_desktop.aac|C:\Users\Justus\lprt\audio_fixed\3_valheim_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\2_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\3_valheim_final.mp4||Hirschjagd|
valheim|70|6|C:\Users\Justus\lprt\thumbnails\4_valheim_thumbnail.png|C:/Users/Justus/Videos/2025-08-18 23-27-04.mp4|C:\Users\Justus\lprt\audio\4_valheim_mic.aac|C:\Users\Justus\lprt\audio\4_valheim_desktop.aac|C:\Users\Justus\lprt\audio_fixed\4_valheim_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\3_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\4_valheim_final.mp4||Zerl&uuml;mpte H&ouml;sen|
valheim|71|6|C:\Users\Justus\lprt\thumbnails\5_valheim_thumbnail.png|C:/Users/Justus/Videos/2025-08-18 23-55-51.mp4|C:\Users\Justus\lprt\audio\5_valheim_mic.aac|C:\Users\Justus\lprt\audio\5_valheim_desktop.aac|C:\Users\Justus\lprt\audio_fixed\5_valheim_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\4_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\5_valheim_final.mp4||Lederhosen...|
valheim|72|6|C:\Users\Justus\lprt\thumbnails\6_valheim_thumbnail.png|C:/Users/Justus/Videos/2025-08-19 00-14-52.mp4|C:\Users\Justus\lprt\audio\6_valheim_mic.aac|C:\Users\Justus\lprt\audio\6_valheim_desktop.aac|C:\Users\Justus\lprt\audio_fixed\6_valheim_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\5_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\6_valheim_final.mp4||Der Kampf gegen Eikthyr|
valheim|73|6|C:\Users\Justus\lprt\thumbnails\7_valheim_thumbnail.png|C:/Users/Justus/Videos/2025-08-19 21-05-12.mp4|C:\Users\Justus\lprt\audio\7_valheim_mic.aac|C:\Users\Justus\lprt\audio\7_valheim_desktop.aac|C:\Users\Justus\lprt\audio_fixed\7_valheim_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\6_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\7_valheim_final.mp4||Von Bienenk&ouml;niginen & D&uuml;sterw&auml;ldern|
valheim|74|6|C:\Users\Justus\lprt\thumbnails\8_valheim_thumbnail.png|C:/Users/Justus/Videos/2025-08-19 21-24-43.mp4|C:\Users\Justus\lprt\audio\8_valheim_mic.aac|C:\Users\Justus\lprt\audio\8_valheim_desktop.aac|C:\Users\Justus\lprt\audio_fixed\8_valheim_track_mic_fixed.aac|C:\Users\Justus\lprt\audio_fixed\7_track_mic_fixed_ac.aac|C:\Users\Justus\lprt\video\8_valheim_final.mp4||Vom Leben geschieden...|
